name,company,year,Price,kms_driven,fuel_type,transmission
Toyota Corolla Altis GL Petrol,Toyota,2010,"2,20,000","58,000 kms",Petrol,Automatic
Maruti Suzuki Eeco 7 STR,Maruti,2013,"2,90,000","70,000 kms",LPG,Manual
Toyota Fortuner 3.0 4x2 MT,Toyota,2015,"15,25,000","1,20,000 kms",Diesel,Automatic
Mahindra XUV500 W6,Mahindra,2013,"5,48,900","49,800 kms",Diesel,Manual
Tata Tigor Revotron XZ,Tata,2019,"6,50,000",100 kms,Diesel,Automatic
Maruti Suzuki 800,Maruti,2001,"55,000","81,876 kms",Petrol,Manual
Maruti Suzuki Ertiga Vxi,Maruti,2015,"5,50,000","75,000 kms",Petrol,Automatic
Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,"90,000","50,000 kms",Petrol,Manual
Honda Mobilio S i DTEC,Honda,2014,"3,99,000","44,000 kms",Diesel,Automatic
Maruti Suzuki Ertiga,Maruti,2016,"7,30,000","55,000 kms",Diesel,Manual
Maruti Suzuki Vitara Brezza,Maruti,2017,"7,25,000","36,000 kms",Diesel,Automatic
Hyundai Verna 1.6 CRDI E,Hyundai,2016,"1,95,000","56,000 kms",Diesel,Manual
Maruti Suzuki Swift VXI BSIII,Maruti,2007,"1,30,000","62,000 kms",Petrol,Automatic
Toyota Fortuner 3.0 4x2 MT,Toyota,2015,"15,25,000","1,20,000 kms",Diesel,Manual
Maruti Suzuki Omni Select Variant,Maruti,2014,"1,90,000","6,020 kms",Petrol,Automatic
Honda Amaze,Honda,2013,"2,50,000","55,700 kms",Diesel,Manual
Tata Indica,Tata,2005,"80,000","42,000 kms",Petrol,Automatic
Hyundai Santro Xing,Hyundai,2003,"1,20,000","50,000 kms",Petrol,Manual
Maruti Suzuki Zen Estilo,Maruti,2010,"1,49,000","35,000 kms",Petrol,Automatic
Maruti Suzuki Wagon R LXI BS IV,Maruti,2014,"2,50,000","18,500 kms",Petrol,Manual
Maruti Suzuki Wagon R,Maruti,2007,"1,20,000","7,000 kms",Petrol,Automatic
Honda Brio VX AT,Honda,2017,"4,50,000","11,000 kms",Petrol,Manual
Hyundai Xcent Base 1.1 CRDi,Hyundai,2015,Ask For Price,"1,80,000 kms",Diesel,Automatic
Maruti Suzuki Zen LXi BSII,Maruti,2003,"99,999","53,000 kms",Petrol,Manual
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008,"1,35,000","23,000 kms",Petrol,Automatic
Maruti Suzuki Wagon R Select Variant,Maruti,2016,"2,25,000","35,500 kms",Diesel,Manual
Maruti Suzuki Alto LXi BS III,Maruti,2010,"99,000","22,134 kms",Petrol,Automatic
Renault Kwid RXT,Renault,2019,"3,70,000","1,000 kms",Petrol,Manual
Tata Nano Lx BSIV,Tata,2010,"52,000","9,000 kms",Petrol,Automatic
Jaguar XE XE Portfolio,Jaguar,2016,"28,00,000","8,500 kms",Petrol,Manual
Hyundai Xcent S 1.2,Hyundai,2015,Ask For Price,"35,000 kms",Petrol,Automatic
Hyundai Eon Magna Plus,Hyundai,2014,"1,90,000","35,000 kms",Petrol,Manual
Honda City 1.5 S MT,Honda,2014,"4,99,000","22,000 kms",Petrol,Automatic
Hindustan Motors Ambassador,Hindustan,2002,"90,000","25,000 kms",Diesel,Manual
Maruti Suzuki Ritz GENUS VXI,Maruti,2010,"1,49,000","40,000 kms",Petrol,Automatic
Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,Hyundai,2017,"4,00,000","20,000 kms",Petrol,Manual
Hyundai Eon D Lite Plus,Hyundai,2016,"1,20,000","87,000 kms",Petrol,Automatic
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2015,"2,50,000","55,000 kms",Petrol,Manual
Maruti Suzuki Wagon R VXI BS IV,Maruti,2017,"3,75,000","23,000 kms",Petrol,Automatic
Honda Amaze 1.2 VX i VTEC,Honda,2014,"3,81,000","6,000 kms",Petrol,Manual
Maruti Suzuki Estilo VXi ABS BS IV,Maruti,2013,"1,80,000","65,000 kms",Petrol,Automatic
Maruti Suzuki Vitara Brezza LDi O,Maruti,2016,"5,80,000","25,000 kms",Diesel,Manual
Maruti Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015,"2,78,000","39,000 kms",Petrol,Automatic
Toyota Innova 2.0 V,Toyota,2009,Ask For Price,"15,574 kms",Diesel,Manual
Hyundai Creta 1.6 SX Plus Petrol AT,Hyundai,2016,"10,00,000","8,000 kms",Petrol,Automatic
Mahindra Scorpio Vlx BSIV,Mahindra,2013,"6,90,000","75,000 kms",Diesel,Manual
Maruti Suzuki Ertiga VDi,Maruti,2012,"4,80,000","51,000 kms",Diesel,Automatic
Mitsubishi Lancer 1.8 LXi,Mitsubishi,2006,"85,000","50,000 kms",Petrol,Manual
Maruti Suzuki Maruti 800 AC,Maruti,2001,"40,000","75,000 kms",Petrol,Automatic
Maruti Suzuki Alto 800 LXI CNG O,Maruti,2015,"90,000","55,800 kms",Petrol,Manual
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2015,"3,40,000","53,000 kms",Petrol,Automatic
Hyundai Eon D Lite Plus,Hyundai,2018,"2,60,000","25,000 kms",Petrol,Manual
Ford Fiesta SXi 1.6 ABS,Ford,2009,"2,50,000","56,400 kms",Petrol,Automatic
Maruti Suzuki Ritz VDi,Maruti,2010,"1,80,000","72,160 kms",Diesel,Manual
Hyundai Verna Fluidic New,Hyundai,2012,"3,50,000","10,000 kms",Diesel,Automatic
Maruti Suzuki Wagon R LXi BS III,Maruti,2006,"90,001","48,000 kms",Petrol,Manual
Maruti Suzuki Estilo LX BS IV,Maruti,2007,"1,15,000","36,000 kms",Petrol,Automatic
Audi A6 2.0 TDI Premium,Audi,2012,"15,99,000","11,500 kms",Diesel,Manual
Maruti Suzuki Wagon R LXi BS III,Maruti,2003,"1,30,000","1,33,000 kms",Petrol,Automatic
Maruti Suzuki Wagon R,Maruti,2009,"1,59,000","27,000 kms",Petrol,Manual
Maruti Suzuki Wagon R,Maruti,2009,"1,60,000","35,000 kms",Petrol,Automatic
Maruti Suzuki Alto,Maruti,2010,"1,10,000","55,000 kms",Petrol,Manual
Maruti Suzuki Baleno Sigma 1.2,Maruti,2016,"4,25,000","40,000 kms",Petrol,Automatic
Hyundai Verna 1.6 SX VTVT AT,Hyundai,2019,"9,00,000","2,000 kms",Petrol,Manual
Maruti Suzuki Swift GLAM,Maruti,2009,"1,50,000","45,000 kms",Petrol,Automatic
Hyundai Getz Prime 1.3 GVS,Hyundai,2009,"1,10,000","20,000 kms",Petrol,Manual
Hyundai Santro,Hyundai,2000,"51,999","88,000 kms",Petrol,Automatic
Hyundai Getz Prime 1.3 GLX,Hyundai,2009,"1,15,000","20,000 kms",Petrol,Manual
Chevrolet Beat PS Diesel,Chevrolet,2012,"2,15,000","65,422 kms",Diesel,Automatic
Ford EcoSport Trend 1.5 Ti VCT,Ford,2017,"5,80,000","10,000 kms",Petrol,Manual
Maruti Suzuki Dzire ZXI,Maruti,2013,"3,80,000","35,000 kms",Petrol,Automatic
Hyundai Fluidic Verna 1.6 CRDi SX,Hyundai,2013,"3,50,000","1,17,000 kms",Diesel,Manual
Tata Indica V2 DLG,Tata,2005,"35,000","1,50,000 kms",Diesel,Automatic
BMW X1 xDrive20d xLine,BMW,2011,"11,50,000","72,000 kms",Diesel,Manual
Hyundai i20 Asta 1.2,Hyundai,2010,"3,00,000","10,750 kms",Petrol,Automatic
Honda City 1.5 V AT,Honda,2009,"2,69,000","55,000 kms",Petrol,Manual
Tata Nano,Tata,2013,"60,000","6,800 kms",Petrol,Automatic
Chevrolet Cruze LTZ AT,Chevrolet,2014,"4,00,000","41,000 kms",Diesel,Manual
Hyundai Verna Fluidic New,Hyundai,2015,"4,30,000","73,000 kms",Diesel,Automatic
Hyun,Hyundai,Eon,Ask For Price,,,Manual
Maruti Suzuki Swift Dzire VDi,Maruti,2011,"1,40,000","65,000 kms",Diesel,Automatic
Mahindra XUV500 W6,Mahindra,2014,"85,00,003","45,000 kms",Diesel,Manual
Mahindra XUV500 W10,Mahindra,2018,"12,99,000","40,000 kms",Diesel,Automatic
Maruti Suzuki Alto K10 LXi CNG,Maruti,2014,"1,99,000","37,000 kms",Petrol,Manual
Hyundai Accent GLE,Hyundai,2006,"90,000","55,000 kms",Petrol,Automatic
Force Motors One SUV,Force,2013,"5,50,000","1,40,000 kms",Diesel,Manual
Datsun Go Plus T O,Datsun,2016,Ask For Price,5 kms,Petrol,Automatic
Maruti Suzuki Alto,Maruti,2019,"2,65,000","9,800 kms",Petrol,Manual
Chevrolet Spark 1.0 LT,Chevrolet,2011,"1,00,000","27,000 kms",Petrol,Automatic
Hyundai i10,Hyundai,2009,"2,15,000","27,000 kms",Petrol,Manual
Toyota Etios Liva GD,Toyota,2012,"3,80,000","20,000 kms",Diesel,Automatic
Renault Duster 85PS Diesel RxL Optional with Nav,Renault,2013,"4,01,919","57,923 kms",Diesel,Manual
Chevrolet Enjoy,Chevrolet,2014,"4,90,000","30,201 kms",Diesel,Automatic
Maruti Suzuki Alto 800 Lxi,Maruti,2017,"2,80,000","6,200 kms",Petrol,Manual
BMW 5 Series 530i,BMW,2009,"6,50,000","37,518 kms",Petrol,Automatic
Toyota Etios Liva G,Toyota,2014,"1,60,000","24,652 kms",Petrol,Manual
Mahindra Jeep MM 550 XDB,Mahindra,2004,"4,24,000",383 kms,Diesel,Automatic
Chevrolet Beat LS Diesel,Chevrolet,2016,"2,25,000","95,000 kms",Diesel,Manual
Chevrolet Cruze LTZ,Chevrolet,2011,"3,50,000","35,000 kms",Diesel,Automatic
Jeep Wrangler Unlimited 4x4 Diesel,Jeep,2015,"9,50,000","3,528 kms",Diesel,Manual
Maruti Suzuki Ertiga VDi,Maruti,2013,"4,85,000","52,500 kms",Diesel,Automatic
Hyundai Verna VGT CRDi SX ABS,Hyundai,2010,"2,05,000","47,900 kms",Diesel,Manual
Maruti Suzuki Omni,Maruti,2012,"1,60,000","14,000 kms",Petrol,Automatic
Maruti Suzuki Celerio VDi,Maruti,2018,"3,10,000","37,000 kms",Petrol,Manual
Tata Zest Quadrajet 1.3,Tata,2017,"1,80,000","90,000 kms",Diesel,Automatic
Mahindra XUV500 W6,Mahindra,2013,"5,49,900","52,800 kms",Diesel,Manual
Tata Indigo CS eLX BS IV,Tata,2016,"1,50,000","1,04,000 kms",Diesel,Automatic
Hyundai i10 Era,Hyundai,2011,"1,75,000","30,000 kms",Petrol,Manual
Tata Indigo eCS LX TDI BS III,Tata,2014,"95,000","1,95,000 kms",Diesel,Automatic
Tata Indigo LX TDI BS III,Tata,2016,"2,30,000","1,04,000 kms",Diesel,Manual
Tata Indigo eCS LX CR4 BS IV,Tata,2016,"2,30,000","1,04,000 kms",Diesel,Automatic
Tata Indigo Marina LS,Tata,2004,"1,80,000","70,000 kms",Diesel,Manual
Commercial Chevrolet Sail Hatchback ca,Commercial,o...,"2,25,000",,,Automatic
Hyundai Xcent SX 1.2,Hyundai,2015,"4,00,000","43,000 kms",Diesel,Manual
Hyundai Eon Magna Plus,Hyundai,2013,"1,85,000","23,000 kms",Petrol,Automatic
Renault Duster 85 PS RxL Diesel,Renault,2015,"3,85,000","51,000 kms",Diesel,Manual
Maruti Suzuki Alto K10 LXi CNG,Maruti,2009,"90,000","62,000 kms",Petrol,Automatic
Tata Nano LX Special Edition,Tata,2010,"32,000","48,008 kms",Petrol,Manual
Commercial Car Ta,Commercial,Zest,"3,71,500",,,Automatic
Renault Duster 110 PS RxZ Diesel,Renault,2013,"4,35,000","39,000 kms",Diesel,Manual
Maruti Suzuki Wagon R AX BSIV,Maruti,2010,"2,25,000","40,000 kms",Petrol,Automatic
Maruti Suzuki Swift,Maruti,2006,"1,89,700","48,247 kms",Petrol,Manual
Maruti Suzuki Ertiga,Maruti,2012,"3,89,700","39,000 kms",Diesel,Automatic
Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2014,"3,65,000","23,000 kms",Petrol,Manual
Maruti Suzuki Alto K10 New,Maruti,2017,"3,60,000","9,400 kms",Petrol,Automatic
Hyundai i20 Magna,Hyundai,2010,"2,10,000","50,000 kms",Petrol,Manual
Hyundai i10 Magna 1.2,Hyundai,2009,"1,70,000","75,000 kms",Petrol,Automatic
tata Indica,tata,sale,"1,30,000",,,Manual
Tata Zest XE 75 PS Diesel,Tata,2017,"3,80,000","70,000 kms",Diesel,Automatic
Mahindra Xylo E8,Mahindra,2009,"2,95,000","64,000 kms",Diesel,Manual
Toyota Corolla Altis GL Petrol,Toyota,2010,"1,85,000","55,000 kms",Petrol,Automatic
Tata Manza Aqua Quadrajet,Tata,2014,"1,60,000","2,00,000 kms",Diesel,Manual
Mahindra KUV100 K8 D 6 STR,Mahindra,2018,Ask For Price,"7,500 kms",Diesel,Automatic
Used bt new conditions ta,Used,Zest,"2,55,000",,,Manual
Renault Kwid 1.0,Renault,2018,"2,90,000","2,137 kms",Petrol,Automatic
Sale tata,Sale,ture,"1,00,000",,,Manual
Tata Venture EX 8 STR,Tata,2013,"1,00,000","30,000 kms",Diesel,Automatic
Maruti Suzuki Swift Dzire Tour LXi,Maruti,2014,"3,15,000","44,000 kms",Petrol,Manual
Maruti Suzuki Alto LX BSII,Maruti,2002,Ask For Price,"56,000 kms",Petrol,Automatic
Skoda Octavia Classic 1.9 TDI MT,Skoda,2006,"1,14,990","65,000 kms",Diesel,Manual
Maruti Suzuki Omni LPG BS IV,Maruti,2012,"1,20,000","1,60,000 kms",LPG,Automatic
Chevrolet Beat Diesel,Chevrolet,2011,"1,25,000","56,000 kms",Diesel,Manual
Tata Sumo Gold EX BS IV,Tata,2012,"2,10,000","75,000 kms",Diesel,Automatic
Tata indigo 2017 top model..,Tata,emi,"1,70,000",,,Manual
Hyundai Verna 1.6 CRDI SX,Hyundai,2018,"8,55,000","42,000 kms",Diesel,Automatic
Tata Sumo Gold EX BS IV,Tata,2012,"2,10,000","75,000 kms",Diesel,Manual
Mahindra Scorpio 2.6 CRDe,Mahindra,2007,"2,60,000","56,000 kms",Diesel,Automatic
Maruti Suzuki Zen LXi BS III,Maruti,2002,"95,000","10,544 kms",Petrol,Manual
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2011,"2,55,000","64,000 kms",Petrol,Automatic
Mahindra Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2008,"3,00,000","70,000 kms",Diesel,Manual
Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014,"3,40,000","25,000 kms",Petrol,Automatic
Hyundai Elite i20 Sportz 1.2,Hyundai,2017,"5,50,000","15,000 kms",Petrol,Manual
Ford Ikon 1.6 Nxt,Ford,2003,"60,000","50,000 kms",Petrol,Automatic
Hyundai Elite i20 Sportz 1.2,Hyundai,2015,Ask For Price,"49,500 kms",Petrol,Manual
Tata indigo,Tata,car,"1,50,000",,,Automatic
Toyota Innova 2.5 V 7 STR,Toyota,2011,"7,50,000","1,47,000 kms",Diesel,Manual
Nissan Sunny XL,Nissan,2011,"2,30,000","52,000 kms",Petrol,Automatic
Chevrolet Beat LT Diesel,Chevrolet,2012,"1,30,000","90,001 kms",Diesel,Manual
Maruti Suzuki Alto 800 Lxi,Maruti,2017,"2,70,000","21,000 kms",Petrol,Automatic
Maruti Suzuki Swift VDi BS IV,Maruti,2012,"2,80,000","48,006 kms",Diesel,Manual
Maruti Suzuki Swift VDi BS IV,Maruti,2012,"2,80,000","48,006 kms",Diesel,Automatic
Maruti Suzuki Swift,Maruti,2012,"2,80,000","48,006 kms",Diesel,Manual
very good condition tata bolts are av,very,able,"2,00,000",,,Automatic
Toyota Innova 2.0 G4,Toyota,2012,"6,00,000","80,000 kms",Diesel,Manual
Sale Hyundai xcent commerc,Sale,no.,Ask For Price,,,Automatic
Maruti Suzuki Swift VDi ABS,Maruti,2010,"1,90,000","74,000 kms",Diesel,Manual
Hyundai Elite i20 Asta 1.2,Hyundai,2015,"5,00,000","22,000 kms",Petrol,Automatic
Mahindra XUV500 W10,Mahindra,2016,"10,65,000","41,000 kms",Diesel,Manual
Volkswagen Polo Trendline 1.5L D,Volkswagen,2015,"3,50,000","25,000 kms",Diesel,Automatic
Toyota Etios Liva Diesel,Toyota,2012,"3,50,000","85,000 kms",Diesel,Manual
Mahindra TUV300 T4 Plus,Mahindra,2016,"5,40,000","29,500 kms",Diesel,Automatic
Hyundai Elite i20 Asta 1.2,Hyundai,2015,"4,70,000","30,000 kms",Petrol,Manual
Hyundai Santro Xing GLS,Hyundai,2014,"1,79,000","57,000 kms",Petrol,Automatic
Maruti Suzuki Zen LXi BS III,Maruti,2003,"48,000","60,000 kms",Petrol,Manual
Maruti Suzuki Ciaz ZXi Plus RS,Maruti,2016,"6,50,000","50,000 kms",Petrol,Automatic
Hyundai Eon Era Plus,Hyundai,2013,"1,90,000","39,700 kms",Petrol,Manual
Hyundai Elantra 1.8 S,Hyundai,2012,"5,00,000","65,000 kms",Petrol,Automatic
Maruti Suzuki Swift VDi,Maruti,2010,"2,70,000","67,000 kms",Diesel,Manual
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008,"1,25,000","46,000 kms",Petrol,Automatic
Hyundai Eon Era Plus,Hyundai,2012,"1,88,000","38,000 kms",Petrol,Manual
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2016,"3,80,000","27,000 kms",Petrol,Automatic
Hyundai Verna Fluidic New,Hyundai,2011,"3,65,000","43,000 kms",Diesel,Manual
Ford EcoSport Trend 1.5L Ti VCT,Ford,2014,"4,65,000","47,000 kms",Petrol,Automatic
Hyundai i20 Magna,Hyundai,2011,"2,40,000","42,000 kms",Petrol,Manual
Chevrolet Beat Diesel,Chevrolet,2016,"1,79,999","19,336 kms",Diesel,Automatic
Tata Indica eV2 LS,Tata,2015,"1,40,000","60,105 kms",Diesel,Manual
Jaguar XF 2.2 Diesel Luxury,Jaguar,2013,"21,90,000","29,000 kms",Diesel,Automatic
Audi Q5 2.0 TDI quattro Premium Plus,Audi,2014,"23,90,000","34,000 kms",Diesel,Manual
BMW 3 Series 320d Sedan,BMW,2011,"10,75,000","35,000 kms",Diesel,Automatic
Maruti Suzuki Swift ZXi 1.2 BS IV,Maruti,2015,"4,75,000","22,000 kms",Petrol,Manual
BMW X1 sDrive20d,BMW,2012,"10,25,000","41,000 kms",Diesel,Automatic
Maruti Suzuki S Cross Sigma 1.3,Maruti,2016,"6,15,000","21,000 kms",Diesel,Manual
Maruti Suzuki Ertiga LDi,Maruti,2013,"4,75,000","48,000 kms",Diesel,Automatic
Maruti Suzuki Alto K10 VXi AMT,Maruti,2016,"2,70,000","38,000 kms",Petrol,Manual
Honda City SV,Honda,2014,"4,75,000","34,000 kms",Diesel,Automatic
Volkswagen Vento Comfortline Petrol,Volkswagen,2011,"2,40,000","45,933 kms",Petrol,Manual
Honda City 1.5 EXi New,Honda,2005,"1,20,000","68,000 kms",Petrol,Automatic
Audi A4 2.0 TDI 177bhp Premium,Audi,2016,"19,00,000","44,000 kms",Diesel,Manual
Mahindra KUV100,Mahindra,2017,"3,60,000","35,000 kms",Diesel,Automatic
Tata Zest XE 75 PS Diesel,Tata,2018,"4,50,000","1,02,563 kms",Diesel,Manual
Mahindra XUV500 W8,Mahindra,2015,"9,00,000","28,600 kms",Diesel,Automatic
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2017,"6,50,000","41,800 kms",Diesel,Manual
Tata Sumo Gold LX BS IV,Tata,2014,"2,75,000","1,16,000 kms",Diesel,Automatic
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2009,"2,10,000","59,000 kms",Petrol,Manual
Mahindra Scorpio 2.6 SLX,Mahindra,2004,"1,75,000","58,000 kms",Diesel,Automatic
Maruti Suzuki Omni 8 STR BS III,Maruti,2009,"85,000","45,000 kms",Petrol,Manual
Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,"14,90,000","42,590 kms",Diesel,Automatic
Renault Duster,Renault,2014,"8,00,000","7,400 kms",Diesel,Manual
Volkswagen Jetta Comfortline 1.9 TDI AT,Volkswagen,2009,"4,50,000","54,500 kms",Diesel,Automatic
Maruti Suzuki Ertiga Vxi,Maruti,2012,"10,00,000","2,00,000 kms",Diesel,Manual
Audi A4 2.0 TDI 177bhp Premium,Audi,2013,"15,10,000","27,000 kms",Diesel,Automatic
Volvo S80 Summum D4,Volvo,2015,"18,50,000","42,000 kms",Diesel,Manual
Toyota Corolla Altis VL AT Petrol,Toyota,2014,"7,90,000","29,000 kms",Petrol,Automatic
Mitsubishi Pajero Sport 2.5 AT,Mitsubishi,2015,"17,25,000","37,000 kms",Diesel,Manual
Chevrolet Beat LT Petrol,Chevrolet,2012,"1,35,000","36,000 kms",Petrol,Automatic
BMW X1,BMW,2011,"10,00,000","34,000 kms",Diesel,Manual
Datsun Redi GO S,Datsun,2018,"2,99,999","7,000 kms",Petrol,Automatic
Mercedes Benz C Class C 220 CDI Avantgarde,Mercedes,2009,"12,25,000","76,000 kms",Diesel,Manual
Mahindra Scorpio SLX,Mahindra,2004,"1,75,000","60,000 kms",Diesel,Automatic
Volkswagen Vento Comfortline Diesel,Volkswagen,2011,"2,00,000","95,000 kms",Diesel,Manual
Tata Indigo CS GLS,Tata,2017,"2,70,000","50,000 kms",Diesel,Automatic
Ford Figo Petrol Titanium,Ford,2019,"5,25,000",00 kms,Petrol,Manual
Honda City ZX GXi,Honda,2006,"1,80,000","50,000 kms",Petrol,Automatic
Maruti Suzuki Wagon R Duo Lxi,Maruti,2008,"1,40,000","68,000 kms",Petrol,Manual
Ford EcoSport Trend 1.5L TDCi,Ford,2014,"4,00,000","16,000 kms",Petrol,Automatic
Maruti Suzuki Swift Dzire VDi,Maruti,2016,"4,99,000","51,000 kms",Diesel,Manual
Maruti Suzuki Omni 8 STR BS III,Maruti,2009,"85,000","56,000 kms",Petrol,Automatic
Maruti Suzuki Zen LX BSII,Maruti,2004,"70,000","1,00,000 kms",Petrol,Manual
Renault Duster RxL Petrol,Renault,2015,"5,50,000","36,000 kms",Petrol,Automatic
Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,2014,"3,70,000","11,523 kms",Petrol,Manual
Maruti Suzuki Baleno Zeta 1.2,Maruti,2018,"6,90,000","1,000 kms",Petrol,Automatic
Honda WR V S MT Petrol,Honda,2009,"2,50,000","60,000 kms",Petrol,Manual
Tata Indigo CS eLX BS IV,Tata,2016,"1,10,000","85,000 kms",Diesel,Automatic
Renault Duster 110 PS RxL Diesel,Renault,2013,"4,90,000","38,600 kms",Diesel,Manual
Mahindra Scorpio LX BS III,Mahindra,2009,"3,20,000","95,500 kms",Diesel,Automatic
Maruti Suzuki Zen LXi BS III,Maruti,2004,"68,000","56,000 kms",Petrol,Manual
Maruti Suzuki Wagon R LXi BS III,Maruti,2014,"1,30,000","37,458 kms",Petrol,Automatic
Maruti Suzuki SX4 Celebration Diesel,Maruti,2016,"9,70,000","85,960 kms",Diesel,Manual
Audi A3 Cabriolet 40 TFSI,Audi,2015,"31,00,000","12,516 kms",Petrol,Automatic
